name,sub_name,score,price,labels,introduction,address
Agave Wan Chai,,3,$201-400,墨西哥菜/酒吧,"Agave Wanchai 是一間提供墨西哥美食的酒吧, 亦有著名的墨西哥仙人掌, 窗口的位置是自然風位, 充滿墨西哥風情。Agare提供品種繁多的高品質的龍舌蘭酒，提供外國進口的食材製作傳統風味佳饌。為保持墨西哥風格，店內的裝飾擁有充滿活潑的色彩，大膽地創造一個休閒又熱情的氣氛，吸引喜歡食物和樂趣的本地和外籍客人，當然還有龍舌蘭！",灣仔駱克道93號地下C&D舖
Grab,,4,$51-100,美國菜/墨西哥菜/三文治/果汁/沙律,,上環永樂街1-3號世瑛大廈13樓1301室
Cali-Mex Bar & Grill,,3.5,$101-200,美國菜/墨西哥菜,,北角電氣道183號地下
El Macho,,,$51-100,墨西哥菜/社企餐廳,,西環西營盤第三街1號地下
Agave,,4,$201-400,墨西哥菜/酒吧,,中環荷李活道26號地舖
Cali-Mex Bar & Grill,,4,$101-200,美國菜/墨西哥菜,,中環德己立街21號地下
Xoco Mexican Resturant,,4,$101-200,墨西哥菜/西餐廳,,半山摩羅廟街31-37號樂欣大廈地下2號舖
Cali-Mex Bar & Grill,,3.5,$101-200,美國菜/墨西哥菜,,西環西營盤高街48號地下
香港雪茄,Hong Kong Cigar,,$51-100,古巴菜/會所,,銅鑼灣駱克道520號2樓
Cali-Mex Taqueria,,,$101-200,美國菜/墨西哥菜/快餐店,,金鐘金鐘道88號太古廣場二期LG1樓Great Food Hall
豪醇紅酒雪茄會,Hou Soen Wine & Cigar Club,,$101-200,古巴菜/酒/會所,,銅鑼灣駱克道541號2樓
乾隆古巴雪茄品味,Kinlonz Club,,$101-200,古巴菜/酒/會所,提供盡百類古巴咖啡以及各類雞尾酒供客人品嘗。,銅鑼灣駱克道521號2樓
重慶劉一手火鍋店,Liu Yi Shou Chong Qing Hot Pot,4,$201-400,川菜 (四川)/火鍋,,銅鑼灣渣甸街66號Aura on Pennington地下及1樓
老虎堂黑糖專売,Tiger Sugar,3.5,$50以下,台灣菜/台式飲品,來自台灣的人氣黑糖珍珠茶飲店，招黑糖波霸鮮奶的虎紋賣相，相當吸睛，適合打卡。,銅鑼灣渣甸街36號地下3號舖
1963 木十豆寸,,3.5,$101-200,台灣菜/中菜館/主題餐廳,裝修具懷舊特色的台灣菜餐廳，招牌菜為紅燒牛肉麵及滷肉飯。,灣仔灣仔道110號中匯大樓2樓
北京老家,Beijing Home,4,$101-200,京菜 (官府菜)/湯品/雲吞/餃子/中菜館,,灣仔皇后大道東183號合和中心7樓704及8樓802號舖
正宗上海生煎皇,,4,$50以下,滬菜 (上海)/雲吞/餃子/中式包點/少鹽少糖食店/名人店,前歌手藝人蕭潤邦開設的上海生煎包店，曾親身跟上海師傅學師。招牌生煎包皮薄多汁，也有供應小籠包及各式飯麵。,銅鑼灣登龍街41號地舖
十二味,Twelve Flavors,4,$101-200,川菜 (四川)/中菜館,,西環堅尼地城山市街10-14號山市樓地下1-3號舖
古琴雅苑,Zither Garden,4,$101-200,京菜 (官府菜)/淮揚菜/中菜館,主打北京填鴨的中菜館，每隻烤鴨能切出108片，皮脆肉嫩，再配上哈蜜瓜、自家製蜂蜜黃梅醬、京葱及青瓜等配料。,灣仔皇后大道東202號QRE Plaza 19樓
四姐川菜,Sijie Sichuan Restaurant,4.5,$201-400,川菜 (四川)/水煮菜式/私房菜,,灣仔告士打道171-172號安邦商業大廈1樓
雲長小龍坎老火鍋,,4,$201-400,川菜 (四川)/火鍋/名人店,歌手陳柏宇開設的麻辣火鍋店。於內地有多間分店的人氣火鍋店，主打麻辣火鍋，招牌麻辣湯底富牛油香且帶甜味。,銅鑼灣記利佐治街1號金百利廣場7樓R3室
玖五牛肉麵,Jiu-Wu Beef Noodle,3.5,$51-100,台灣菜/粉麵/米線/名人店,由名人何超蓮開設，品牌來自台灣，有超50年歷史，牛肉麵湯底以美國牛骨及藥材熬煮超過48小時，帶有濃郁藥材味。,銅鑼灣駱克道399號金禧大廈地舖
利寶閣,Star Of Canton,4,$201-400,粵菜 (廣東)/海鮮/點心/酒樓/少鹽少糖食店,,上環德輔道中199號無限極廣場2樓
源記甜品專家,Yuen Kee Dessert,3.5,$50以下,粵菜 (廣東)/港式/中式糖水/糖水舖,"源記甜品專家,一間老字號的糖水鋪,店內售賣的是中國的傳統甜湯,更以杏仁露,合桃露和桑寄生出名.每選糖水亦可以配以蓮子/蛋.再加上上全雞蛋蛋糕.是飯後的良好選擇.",西環西營盤正街32號地下
坤記煲仔小菜,,3.5,$51-100,粵菜 (廣東)/中菜館,由舊鋪遷往現時新店，雖然位置和裝修不同，但同樣保持了原有以煲仔菜及煲仔飯聞名，雖然遷新店，但可惜座位不多，經常爆滿，所以訂位請早。,西環西營盤皇后大道西263號和益大廈地下1號舖
名門私房菜,Charisme Pavillion,4,$201-400,粵菜 (廣東)/海鮮/山珍海味/私房菜,,灣仔灣仔道83號2樓
蓮香居,Lin Heung Kui,3.5,$101-200,粵菜 (廣東)/粉麵/米線/粥品/點心/中式包點/酒樓,蓮香居仍然保留舊式點心車，早午茶市人流不絕。晚市廣東小菜亦甚有傳統風味，招牌菜為霸王蓮香鴨。,上環德輔道西46-50號2-3樓
太元樓,Tai Yuen Lou,4.5,$101-200,粵菜 (廣東)/京川滬/中菜館,,北角電氣道233號城市花園1，2及3座部分平台地下 24-49號A及C號舖
東寶小館,Tung Po,3.5,$101-200,粵菜 (廣東)/海鮮/大牌檔,喝啤酒的碗很有特色，炸榴槤、炸雙卜及雙蝦會是必點菜式。,北角渣華道99號渣華道市政大廈2樓
香港華商銀行公會,The Chinese Banks' Association Ltd,4,$101-200,粵菜 (廣東)/中菜館,,中環雲咸街1號南華大廈5樓
沾仔記,Tsim Chai Kee Noodle,3.5,$50以下,粵菜 (廣東)/粉麵/米線,雲吞和牛肉是招牌菜，價格大眾化，裝潢則帶有鄉土氣息。,中環威靈頓街98號地舖
勝記酒家,Sing Kee Restaurant,4,$101-200,粵菜 (廣東)/酒樓,,灣仔杜老誌道6號群策大廈3樓
德記潮州菜館,Tak Kee Chiu Chou Restaurant,3.5,$101-200,潮州菜/中菜館,,西環堅尼地城卑路乍街3號G益豐大廈地下
籠太子點心專門店,Prince Dragon Dim Sum,4,$50以下,粵菜 (廣東)/港式/點心/中式包點,,銅鑼灣蘭芳道11號地舖
新興食家,Sun Hing Restaurant,3.5,$50以下,粵菜 (廣東)/點心,西環人的夜茶店，其流沙包遠近馳名，早上店外會出現大條人龍，店內有人手叫賣點心，本土味道濃厚。,西環堅尼地城士美非路8號地下C號舖
東園酒家宴會廳,Tung Yuen Banquet,4,$51-100,粵菜 (廣東)/港式/山珍海味/燒臘/點心,,灣仔軒尼詩道71-85號熙華大廈地下及1樓
奈良上釜,Kamameshi,4,$101-200,日本菜,一間以日式釜飯為主打的日本料理，招牌菜為期間限定的蟹盛，以松葉蟹製作茶碗蒸及天婦羅，再以蟹肉、蟹膏及蟹籽拌飯，鮮味無窮。,銅鑼灣登龍街39號地舖
甘牌燒鵝,Kam's Roast Goose,3,$51-100,粵菜 (廣東)/燒臘/中菜館,以祖傳秘方烹煮燒鵝，價格親民。餐廳僅有30個座位，客人經常需要排隊。,灣仔軒尼詩道226號寶華商業中心地舖
Mee...lemongrass,,4,$51-100,泰國菜/馬來西亞菜/咖喱/串燒/沙律,,銅鑼灣告士打道311號皇室堡地庫B11號鋪
吉列牛忌廉烏冬專門店,Kobekyu,4,$101-200,韓國菜/日本菜/拉麵/烏冬,來自韓國的吉列牛專門店，主打吉列牛及忌廉烏冬。您可以自己燒牛肉，控制生熟度。,銅鑼灣耀華街3號百樂中心22樓
Fûhn,,4,$51-100,越南菜/粉麵/米線,,銅鑼灣駱克道459-461號The L. Square 1樓
滿屋日本料理,Manya Japanese Restaurant,4,$201-400,日本菜/日式放題,晚市放題供應多款食物，如刺身、壽司及炸物等。特別提供一般放題少見的朱古力噴泉、爆谷機及棉花糖機。食客更可任飲清酒、梅酒及啤酒。,銅鑼灣駱克道463-483號銅鑼灣廣場二期8樓
勝八居酒屋,Katsuhachi,4,$201-400,日本菜/壽司/刺身/串燒/居酒屋,提供各式新鮮刺身及日式燒物，蟹膏滿滿的甲羅燒幾乎是必選之食。另有多款燒酌及清酒。,銅鑼灣登龍街28號永光中心11樓
Steak Bar,,4,$201-400,日本菜/扒房,主打牛扒的日式小店，店內有多款牛肉選擇，包括吉列炸牛扒、石燒薄切牛肉等，頂級板腱牛扒更是每日限量供應。,銅鑼灣登龍街36-48號登輝大廈地下B號舖
新麻蒲 BBQ,Shin Mapo BBQ,4,$101-200,韓國菜/烤肉,新麻浦BBQ在韓國已有超過 400 間分店，而香港店亦有有韓國廚師駐場，保證味道夠正宗。,銅鑼灣波斯富街24-30號寶漢大廈2樓
備長,Bicho,4,$201-400,日本菜/串燒/居酒屋,此店以日式串燒為主打，有多款串燒以供選擇。此外，荔枝豬肉卷及燒羊扒亦十分馳名。,銅鑼灣軒尼詩道525號澳門逸園中心26樓
築地日本料理,Tsukiji Japanese Restaurant,4,$101-200,日本菜/壽司/刺身/烏冬,居酒屋格調日本餐廳，有海鮮缸每日供應新鮮海鮮，另有特色全素「素心司」套餐供應，菜式配搭富心思。,銅鑼灣記利佐治街1號金百利廣場7樓R1室
Goobne Chicken,,4,$101-200,韓國菜/韓式炸雞,韓國第一烤雞品牌，烤雞不經油炸，利用韓式焗爐以烤焗方式將雞肉內的油分逼出，令烤雞比起一般炸雞少油、低熱量、低膽固醇，更設不同口味。,中環威靈頓街2-8號威靈頓廣場M88 5樓
Samsen 泰麵,,4,$101-200,泰國菜/粉麵/米線,榮獲米芝蓮推介的泰國船麵餐廳，舖面不大但人氣甚高。招牌和牛船麵湯底濃郁清甜，牛肉腍滑，粉麵口感彈牙。,灣仔石水渠街68號地下
Siam 28,,4,$101-200,泰國菜/海鮮/咖喱,,銅鑼灣軒尼詩道525號澳門逸園中心28樓
京林屋,Kyo Hayashiya,4,$51-100,日本菜/甜品/糖水,於京都有過百年歷史的抹茶老店，抹茶賣點以手打製作，供應抹茶蕨餅、林屋抹茶芭菲及特濃焙茶雪山等一系列抹茶名物，此店為最優秀灣仔/銅鑼灣開飯熱店及最優秀開飯甜品店入圍餐廳。,銅鑼灣軒尼詩道500號希慎廣場12樓1203號舖
吃吧,Chiba,4,$101-200,西式/多國菜/酒吧,,旺角彌敦道566-568號僑建大廈2樓2室
慢煮工業,Under Vacuum The Steak,4,$101-200,西式/三文治/All Day Breakfast/咖啡店,,太子太子道西91號地舖
Urban Coffee Roaster,,4,$101-200,西式/All Day Breakfast/咖啡店,精品咖啡店，用的是自家烘焙的咖啡豆。亦有供應沙律、意粉、漢堡及意大利飯等主食。,尖沙咀碧仙桃路7號美麗都大廈地下44號舖
Candies Foodies,,4,$101-200,西式/咖啡店,,尖沙咀樂道36-50號華源大廈1B-2B閣樓
MGB by Manhattan Grill & Bar,,4,$201-400,美國菜/酒吧,餐廳面積很大，設有戶外區域。另有生蠔即開即食。,觀塘觀塘道414號一亞太中心(OPC)3樓303號舖
Go Inside Kitchen,,4,$101-200,意大利菜/西式,位於工廈內的西餐廳，Go Inside表意是請人內進，語帶相關的另一個意思是提醒人們重返本心，讓人聆聽自己內心聲音，重拾追求夢想的熱情，為一個孵化不同年青人的夢想實踐咖啡店，鼓勵年青人「做。真自己Being Truth to Yourself」。,觀塘觀塘道404號時運工業大廈5樓D室
慢理牆城,Wall Is Eat,4,$101-200,西式/甜品/糖水/酒店餐廳,位於旺角砵蘭街M1酒店內，以超級食物為主要食材，烹調不同款式的健康食品及飲料。餐廳以森林為主題，配搭原木及綠色做主調，讓食客猶如置身於石屎森林中的一片綠洲。,油麻地砵蘭街28號M1酒店1樓
Cosmos Restaurant & Bar,,4,$101-200,西式/海鮮/扒房/酒吧,頗有情調的西餐廳，供應多國菜色，晚餐配上燭光氣氛浪漫，適合情侶約會。,尖沙咀寶勒巷27號東滙商業大厦地舖
The Grill Room,,4,$201-400,西式/扒房,,尖沙咀堪富利士道6-6A號爵寓2樓
Fifty Fifty,,4,$51-100,意大利菜/西式/All Day Breakfast/扒房/咖啡店/咪嘥嘢食店,,長沙灣東沙島街青山道181號地下C舖
L'attitude,,4,$101-200,西式/多國菜/甜品/糖水/雪糕/乳酪/日式西餐,,尖沙咀金馬倫道19號地下A舖
Home Sweet Home,,4,$101-200,西式/多國菜/海鮮/蠔吧,"美國安格斯55oz斧頭扒,黑松露包糠慢焗原隻三黃雞(提前一天預訂即可)",太子基隆街13號永基樓地舖
Mad for Garlic,,4,$101-200,韓國菜/意大利菜/薄餅,,九龍塘達之路80號又一城1樓L1-34號舖
CHOO CHOO,,4,$101-200,西式/甜品/糖水/沙律/酒吧/主題餐廳,以火車做主題的餐廳，食客用餐就如置身於火車車卡一樣。LJK乃必試之自家製甜品。,長沙灣順寧道364-368號昌暉大廈地下1號舖
Rimi Cafe,,4,$51-100,西式/樓上cafe,,旺角登打士街43H號登打士廣場20樓全層
適泊魚燒,Stayplus Bakery,3.5,$50以下,台灣菜/麵包店/小食店/露天茶座,,長洲北社二里 1A 地下
金銘潮州粉麵,,3.5,$50以下,潮州菜/粉麵/米線/雲吞/餃子,,東涌逸東街8號逸東邨街市地下
翡翠拉麵小籠包,Crystal Jade La Mian Xiao Long Bao,3,$101-200,滬菜 (上海)/拉麵/中菜館/咪嘥嘢食店/少鹽少糖食店,來自新加坡的連鎖上海菜館，2002年進軍香港，將傳統上海菜口味改良，菜式較清淡。,赤鱲角香港國際機場一號客運大樓5樓抵港接機大堂T160號舖(非禁區)
華都海鮮酒家,Wah Tao Restaurant,3,$101-200,粵菜 (廣東)/海鮮/中菜館,日落靚景，新鮮漁獲，可享受近距離靠岸用餐的感覺。專營游水海鮮，惹味小炒，家鄉小菜，專車接送，歡迎訂枱！,東涌舊碼頭2號
潮樓,Chao Inn,3,$101-200,潮州菜/點心/中菜館/酒樓,,赤鱲角香港國際機場二號客運大樓翔天廊6樓(非禁區)6P033號舖
美心.翠園,Maxim's Jade Garden,3,$101-200,粵菜 (廣東)/點心/雲吞/餃子/中式包點/酒樓,,赤鱲角香港國際機場一號客運大樓8樓離港大堂夾層(非禁區)
富記海鮮酒家,Fu Kee Seafood Restaurant,4,$101-200,粵菜 (廣東)/海鮮/中菜館/海鮮酒家,,南丫島索罟灣第一街9-10號地下
和樂餐廳,,4,$50以下,港式/台灣菜/拉麵/粉麵/米線/薄餅/咖喱/茶餐廳/冰室,,長洲大新街81號地下
紅軒,Rouge,3.5,$201-400,粵菜 (廣東)/無肉餐單/中菜館/酒店餐廳,糅合傳統粵菜及特色地方菜，菜式講求用料新鮮、調味精簡注重原汁原味，講究鮮、滑、香、嫩。由名廚炮製多款經典廣東菜、地道四川菜及巧手點心，秉承中國美食的精髓。,赤鱲角暢達路9號富豪機場酒店1樓
客家好棧,Hak Ka Hut,3.5,$101-200,客家菜/中菜館/少鹽少糖食店,,東涌迎康街6號東環商場1樓103-104號舖
真味海鮮菜館,,3.5,$51-100,粵菜 (廣東)/海鮮/中菜館,,長洲北社海傍路9C地下
福滿林酒樓,Fook Moon Lam Restaurant,3,$51-100,粵菜 (廣東)/海鮮/點心/酒樓,,大澳街市街29號
蜀府川鍋,,4,$101-200,川菜 (四川)/火鍋/中菜館,川式火鍋，有粥底火鍋選擇，並有多款海鮮如龍蝦,油塘四山街2號油塘工業大廈3座地下
蝦棧,Shrimp Kitchen,4,$201-400,台灣菜/海鮮/中菜館,,太子花園街233-235號偉雄大廈地下A舖
烏蠅館,The Fly Place,4.5,$50以下,川菜 (四川)/火鍋/粉麵/米線/雞煲,,尖沙咀亞士厘道38號天星大廈1樓B舖
古早牛肉麵,Gu Zao Niu Rou Mian,4,$50以下,台灣菜/台式飲品/粉麵/米線,,深水埗福榮街116號地舖
焱手工涮涮鍋,Yan Handcraft Hotpot,4,$201-400,台灣菜/火鍋,,旺角彌敦道558-560號譽發廣場3樓
哈豆,Doctor Beans,4,$50以下,台灣菜/台式飲品/樓上cafe,老闆來自台灣。餐廳地方舒服、闊落。牆上有不少以台灣名勝為主題的壁畫，很有特色。乾拌麵、香酥排骨和雞排等台式飯類及鹵水較出色。,觀塘駿業里6號富利工業大廈3樓A室
渝味曉宇重慶老火鍋,Xiao Yu Hotpot Restaurant,4.5,$201-400,川菜 (四川)/火鍋,,尖沙咀北京道12A號太子集團中心19樓
小時光,Scoool Cafe,3,$51-100,台灣菜/咖啡店/樓上cafe,位於工廠大廈內的咖啡廳，裝潢如台灣舊式學校，有很多懷舊玩具作擺設，提供午餐、下午茶、晚餐及各式飲品。,觀塘興業街18號美興工業大廈A座1樓C室
名館,Ming Bistro,4,$101-200,粵菜 (廣東)/滬菜 (上海)/點心/中菜館,,紅磡黃埔天地美食坊(第8期)1樓113號舖
鍋心八鮮蒸鍋,,4,$201-400,粵菜 (廣東)/港式/火鍋/蒸氣火鍋,,太子花園街207-209號地舖
潮福蒸氣石鍋,,4,$201-400,粵菜 (廣東)/火鍋/點心/蒸氣火鍋/酒樓,,尖沙咀厚福街5-6號多富閣1樓
大都烤鴨,Empire City Roasted Duck,3.5,$201-400,粵菜 (廣東)/中菜館/咪嘥嘢食店,"「大都」即北京，供應以明火掛爐及果木燻烤方式烤製的烤鴨，包括招牌食法「鴨架拾食」及各式用鴨炮製的菜式，同時可品嚐到不少淮陽菜式。
<br>",尖沙咀河內道18號K11購物藝術館2樓221號舖
六十六十火鍋,,4.5,$201-400,粵菜 (廣東)/港式/火鍋,,長沙灣青山道156-162號永基商業大廈地下A舖
明閣,Ming Court,4,$401-800,粵菜 (廣東)/燒臘/點心/Fine Dining/中菜館/酒店餐廳,明閣供應高級粵菜和點心，裝潢高貴雅致。廚師採用創新的烹調手法與當令食材，烹煮各種色香味俱佳的新派粵菜，與廳酒窖珍藏的佳釀完美搭配。,旺角上海街555號香港康得思酒店6樓
倫哥火鍋私房菜,Lun Gor Private Club,4,$201-400,粵菜 (廣東)/港式/火鍋/海鮮/私房菜/名人店,藝人杜大偉開設的火鍋店。雞煲、火鍋一應俱全。海鮮拼盤、刺身拼盤等食材新鮮而且份量十足。,深水埗福華街39號地舖
紅火鮮料火鍋專門店,,4,$101-200,粵菜 (廣東)/港式/火鍋/雞煲,,旺角西洋菜街1號兆萬中心17樓
大中華飯店,Tai Chung Wah Restaurant,3.5,$101-200,粵菜 (廣東)/海鮮/大牌檔,,長沙灣福榮街539號地下
農米莊,NMC Noodles,3.5,$50以下,粵菜 (廣東)/粉麵/米線/中菜館,,旺角豉油街68號地舖
住家菜,Home Feel,4,$50以下,粵菜 (廣東)/中菜館/少鹽少糖食店,,尖沙咀柯士甸道122號麗斯中心地下高層
大鍋口海鮮火鍋店,Giant Seafood Hot Pot,3.5,$101-200,潮州菜/火鍋,,旺角彌敦道628號瓊華中心16樓
